Станция,Номер линии,Дата,4/3/2024,4/2/2024,4/1/2024,3/31/2024,3/30/2024,3/29/2024,3/28/2024,3/27/2024,3/26/2024,3/25/2024,3/24/2024,3/23/2024,3/22/2024,3/21/2024,3/20/2024,3/19/2024,3/18/2024,3/17/2024,3/16/2024,3/15/2024,3/14/2024,3/13/2024,3/12/2024,3/11/2024,3/10/2024,3/9/2024,3/8/2024,3/7/2024,3/6/2024,3/5/2024,3/4/2024,3/3/2024,3/2/2024,3/1/2024,2/29/2024,2/28/2024,2/27/2024,2/26/2024,2/25/2024,2/24/2024,2/23/2024,2/22/2024,2/21/2024,2/20/2024,2/19/2024,2/18/2024,2/17/2024,2/16/2024,2/15/2024,2/14/2024,2/13/2024,2/12/2024,2/11/2024,2/10/2024,2/9/2024,2/8/2024,2/7/2024,2/6/2024,2/5/2024,2/4/2024,2/3/2024,2/2/2024,2/1/2024,1/31/2024,1/30/2024,1/29/2024,1/28/2024,1/27/2024,1/26/2024,1/25/2024,1/24/2024,1/23/2024,1/22/2024,1/21/2024,1/20/2024,1/19/2024,1/18/2024,1/17/2024,1/16/2024,1/15/2024,1/14/2024,1/13/2024,1/12/2024,1/11/2024,1/10/2024,1/9/2024,1/8/2024,1/7/2024,1/6/2024,1/5/2024,1/4/2024,1/3/2024,1/2/2024,1/1/2024
Стрешнево МЦК,1698,МЦК,15168,13255,1987,8271,1868,7009,2876,12590,17214,16682,15887,17280,7135,10157,10757,6119,10933,19715,11123,1553,8682,14210,16460,5162,10167,12133,6187,5190,17010,16717,4851,17207,12115,6648,5488,16288,6662,9202,15226,14814,6680,11410,16399,13216,11293,5006,17466,13767,19323,4160,7212,5404,3907,18450,19981,11259,8556,6209,17655,11990,19922,2472,8858,5690,15151,16829,14576,2454,9957,4397,16653,13217,8323,7025,9953,2193,9346,7456,10580,1568,15259,3203,5996,4360,12347,5742,17539,10884,4681,17319,14830,19960,12742,1707
Балтийская МЦК,1698,МЦК,17693,8300,14420,3989,17676,4319,9610,11203,16168,14447,11646,12039,19621,1364,8099,16289,9392,3670,2092,11166,14627,9034,6210,12900,14566,18879,3018,17377,4070,6831,16921,5280,16828,18486,18548,8592,10612,17910,2518,13405,14528,1114,18108,19415,7714,13086,13441,14833,15419,16445,19165,6676,3332,11540,14887,8993,4311,1880,1621,7361,8669,7619,4652,9682,17544,9686,11354,8656,11341,13576,9166,1901,12542,15397,15932,10760,13506,6627,12127,12741,12301,10017,2883,4331,18111,7270,2914,15258,17113,15848,12410,15290,8045,17735
Коптево МЦК,1698,МЦК,4420,9505,17246,4335,10189,8221,15919,4355,9711,1534,6819,14740,12545,7221,13975,12156,9192,7358,17126,6602,15158,12263,10358,2679,8312,5845,13655,17748,6341,7082,13875,7952,14825,4035,6186,5982,15056,1752,19332,11240,8037,11203,10535,7300,6380,1276,10844,2741,6317,12594,5737,16854,6795,14757,13996,6001,10155,1805,11543,15226,10487,18776,3778,9374,18284,8049,19780,13924,14340,4362,19534,9971,2919,15023,7492,9031,13477,8108,9110,9045,11368,11046,10643,2702,18024,3494,16574,19281,10090,15623,5128,17338,13858,3931
Лихоборы МЦК,1698,МЦК,16276,5118,6689,9180,3833,16952,11233,9363,14673,16201,2158,7950,10872,6824,12161,14430,12428,12069,13031,18251,11260,7234,11995,15601,1663,10259,3705,5031,9130,16883,11493,13727,15141,19351,11450,11429,7476,10078,10614,5724,15710,15412,13236,6451,14017,7603,3445,11165,9593,4553,3729,14460,1986,13633,15211,10542,3590,2466,12741,17380,14572,18611,14360,16667,4176,16805,10559,8489,12513,3270,15731,19789,10104,13341,13339,11595,6512,5058,12887,14136,10188,12402,4118,14784,1637,10547,10117,18274,5137,16776,6784,15038,6818,6470
Владыкино МЦК,1698,МЦК,12551,7931,18258,11519,15061,12243,17110,2836,15461,19923,5648,8090,19056,12531,7017,9593,10665,15224,1818,12958,8725,10201,12510,18525,13970,12326,9827,1227,14685,9401,3373,2481,18465,7542,19969,9421,10942,13407,16238,5381,2132,11245,11165,9158,3873,11695,10069,1519,10841,13201,5449,6352,17054,17564,5023,5938,3258,18934,1025,16284,14174,3629,7066,13812,9484,13167,1242,14258,18266,13254,12452,7324,1715,2958,10648,5794,7588,12524,19707,6308,5205,13571,9449,2667,18547,17934,13669,18340,15744,1267,14163,2388,5663,2290
Окружная МЦК,1698,МЦК,7031,19472,14608,4262,7160,5620,12127,8707,5001,6050,18665,18271,14517,2996,19456,19959,1512,19822,1642,13564,15054,16432,19626,12682,7288,19258,13215,10691,5482,2580,17123,7113,13289,4048,13895,10694,18055,19122,12498,9644,9696,1632,9555,2605,6870,1220,1749,17337,9104,19909,14735,13643,11621,8977,7255,11691,16858,17773,6666,12884,7155,1003,12895,8768,15282,8108,18879,6723,2960,16092,4653,11241,8882,12411,2724,8898,5241,10255,15110,8762,10145,13081,12771,2427,9182,1461,4554,11213,7382,12208,19002,18459,3773,4575
Б-р Рокоссов.МЦК,1698,МЦК,19018,19372,8141,19605,16353,11994,2343,9437,14628,1789,16580,9089,6353,7083,13350,5281,14869,9794,10006,15725,5715,15928,7761,3075,10753,4453,5862,11445,7253,2917,7729,1908,18466,15658,4581,9662,11681,4179,8951,8778,12930,19575,8852,19316,16419,16137,10196,13829,9499,2577,18621,2777,10661,2888,16786,12406,8622,16019,3276,14017,5691,6913,11027,14656,1270,1313,7492,8606,6550,18276,7601,1129,8288,15449,10593,9609,10889,5309,6670,12148,1608,9597,14494,16037,13595,8798,10607,14582,3488,1023,4615,1056,10824,7408
Локомотив МЦК,1698,МЦК,8397,5063,12501,14937,10519,19338,16217,2147,17081,9205,4551,11919,18653,17337,15329,4099,14335,3396,6213,15470,2059,1322,14742,4055,18514,9273,13371,16314,1427,2182,5431,10258,15710,13534,17772,1416,7363,15047,4250,4487,17173,5746,10152,18774,2537,7822,18568,14149,16591,3888,1822,12176,2084,10428,16896,13685,19738,7899,16401,13882,14538,16308,6618,3334,19263,16563,8999,19669,9015,11858,15755,5920,19172,9184,13400,14068,8482,4909,10640,12582,7563,5344,5115,18287,6262,14961,15938,8569,14062,16783,10510,3277,6603,12600
Измайлово МЦК,1698,МЦК,17811,2606,10430,6929,3991,3132,15606,19024,10197,10012,5922,19229,11879,5136,16283,17392,13503,13177,10878,11121,2061,18033,15810,7290,10537,16273,6622,9550,11121,10324,12648,9160,5470,16726,3360,10045,7904,2628,16517,17517,11921,9018,19207,16782,13894,11851,10506,17747,8925,9315,4909,2975,1586,3868,11415,17985,5522,6830,5416,10137,5492,8740,12860,10791,12325,13551,4474,6702,4127,13975,4409,13223,17444,7974,10991,7464,8008,3093,10321,18781,5958,7135,2418,18373,10721,4465,10911,9174,6226,6405,11788,13401,13403,3868
Сокол. гора МЦК,1698,МЦК,13047,18525,17735,17223,7083,5431,10326,12294,19086,2753,14971,19220,5399,2232,19708,3880,2100,1360,3025,15671,10199,14289,5122,11671,2235,19476,19848,10793,13883,6373,16707,14852,19993,7622,10734,11578,15628,12800,16604,6003,13635,8478,12888,9735,11385,15392,3692,19084,3481,8758,16602,9655,7360,2335,13734,9200,6640,4674,11066,12182,2025,10690,12142,5501,15411,14253,5284,10665,6224,3587,11724,15431,11642,15114,16937,14995,6740,3454,7526,3641,16885,13168,8218,4503,12436,14524,10634,2065,9886,13987,12082,19693,10328,18907
Андроновка МЦК,1698,МЦК,17847,14032,8231,7198,11748,2211,19172,6778,19174,10282,18181,6450,14640,18900,17674,2775,19281,10745,17698,3553,12107,13986,6856,17173,18046,17544,13159,13231,14611,13129,19863,7036,11073,2911,14512,2446,3210,1657,2863,1094,19337,7195,17490,3384,2016,2009,1138,12704,1271,14319,12340,12989,7440,2118,12217,9218,6401,16955,2550,8111,1945,16338,5681,18132,19571,2663,9687,11486,15683,16315,3993,16859,8211,19624,19799,1224,12949,5259,13761,14733,2039,13414,2554,14522,15129,14608,18910,17396,4268,9108,9806,12033,6889,15954
Угрешская МЦК,1698,МЦК,16405,8246,5689,3363,1667,7897,11812,13456,11999,15376,6331,8278,5933,12370,9898,8683,7241,9279,14459,1960,2747,4655,7796,3101,18504,8969,7978,2524,5981,10353,5849,11290,18513,7705,3626,10886,11655,1528,8306,6256,5871,5962,3939,17166,4509,4501,18195,19673,8774,4925,10647,14017,18540,7966,1008,2795,9605,2695,3091,15292,17377,12575,4898,2363,3497,7575,17942,10352,19073,12101,14304,13472,9573,15406,16576,11121,10326,15418,19239,14697,5613,10345,11508,18817,18533,6599,1814,10311,7191,7869,5763,1294,17207,1417
Дубровка МЦК,1698,МЦК,14642,10221,16575,12161,14333,18930,15741,12021,17621,6380,7836,12138,19411,13501,1012,1894,15538,11371,11526,2418,16540,13745,4290,19447,11534,10281,9865,12829,1522,4348,14900,16401,19711,9377,14010,1108,19187,6993,15790,15137,12566,18037,15837,5413,2563,3781,17283,15717,8838,14350,13981,15206,7006,10711,18271,10200,12972,4490,1147,9368,18927,10542,9067,9238,12339,4231,3957,7281,5338,10855,2998,9912,7001,15880,18390,1039,10007,11186,9033,9344,5490,8597,13642,18837,4388,2180,12898,2247,1665,7253,12274,7900,12361,10525
Автозавод. МЦК,1698,МЦК,10827,13777,3864,3897,11885,18292,13045,14411,6340,12891,16339,1545,18374,1782,15023,11194,8229,8654,17465,1510,12444,19437,4053,15611,3416,8815,6664,1857,9480,3546,19172,13710,1086,9792,4281,18363,8216,19926,15571,13660,15985,12360,16180,15502,3172,14066,7912,3946,6792,10224,14430,10861,11591,16457,15294,19325,5717,12429,6389,15932,4222,10723,6353,5259,6057,8694,10621,1212,4235,9097,15835,14991,13806,17648,16158,15246,15113,17419,2366,15878,1313,10612,2576,6238,4611,15568,8790,14274,8290,12241,17441,2443,18206,13647
ЗИЛ МЦК,1698,МЦК,7852,15557,15764,1310,8636,8303,2456,7087,16323,2311,12918,2550,6506,1875,12095,10107,4445,18184,14255,10578,14728,9480,4690,17697,18797,17850,1139,16652,8037,3242,19967,19888,11165,13866,16601,19847,11373,4119,14168,12623,9851,14069,1365,10347,7397,3200,6329,7545,5554,5300,4533,6371,14471,3760,8301,4023,11910,12105,6232,1410,18223,17635,3907,10027,4326,12246,10691,18518,4523,5014,1910,12168,8244,18418,16011,16912,10948,4531,16260,19046,17527,1723,11068,5583,7035,1706,5055,2852,13590,8260,8155,14506,12671,16122
Хорошёво МЦК,1698,МЦК,14832,15402,7667,9868,1879,14278,14373,1886,8656,1651,10777,15101,12993,17879,7904,4465,18441,1606,18653,19238,19905,14438,18525,5536,11693,7358,18701,11909,6337,11828,11052,8605,4759,16806,19964,10851,18458,11199,10579,9772,13229,17920,17635,15647,11970,12249,2669,9531,18145,12540,16003,6965,14253,5743,4641,5088,17867,11978,11923,2751,2402,11205,13204,13395,4465,4095,9603,18485,9975,19428,19132,10872,1923,6603,10147,1773,16846,14860,10218,1964,18237,15389,15795,12886,2835,14106,14092,9677,5125,2370,3494,11848,18632,11071
Ростокино МЦК,1698,МЦК,16739,2112,16165,16773,6110,15072,7539,15257,3446,14988,6658,16894,19468,5309,5081,12084,19510,4998,5931,12797,14011,5659,2660,1884,15663,7049,3320,18178,3900,5580,7716,17914,6831,19365,15100,18943,14870,9182,14753,6861,12592,17480,16756,19434,6722,10994,1812,15193,1146,1422,9414,17199,8486,8594,14125,19514,10595,14140,10289,12393,8561,1710,14407,13960,10907,1930,10516,1094,6496,16174,13378,8034,11736,1833,8629,5063,11435,7806,4912,16438,5651,7213,3333,12175,2347,6261,6947,14396,4397,4518,7310,9008,18432,15031
Ботан. сад МЦК,1698,МЦК,16554,13309,13961,18838,4334,10687,15581,6622,3508,8403,1378,3536,4727,17644,12500,9524,10876,3472,4807,19427,3871,14856,1439,6779,18388,11927,1356,12874,14229,8397,16154,16368,7053,8239,8631,10735,5713,5471,13403,19100,14735,4225,6566,19180,4647,7031,5950,16389,8674,19701,19148,14534,14334,16732,7487,16576,1267,7934,15982,15076,19493,10384,4936,8844,11244,9519,19845,16594,13869,10177,19140,8526,3161,10606,19082,2039,18255,9125,7997,15686,10662,17816,10088,13350,4261,17697,15180,4903,5205,1407,17040,12787,8974,9552
Белокаменная МЦК,1698,МЦК,17746,13601,15608,6543,13927,1904,12257,5007,4036,16958,15307,15328,8253,3486,10109,8270,16649,9507,3998,13773,16079,2068,16839,7255,17501,8637,5800,17320,8436,5506,12126,3367,8621,15469,14038,5688,11969,14985,17430,11692,7309,7342,9388,19594,9269,12529,16549,18628,18034,4739,16720,15422,19924,16037,10828,7210,18808,16073,14533,18463,12099,3553,1219,17532,5677,3483,12190,17628,2061,6879,8248,15577,12862,18547,9428,3641,8947,8910,8671,6022,18710,15912,12639,12399,4761,19965,3990,13845,2724,5435,13688,19065,2635,5569
Новохохлов-я МЦК,1698,МЦК,11413,18008,18714,17156,7212,1295,17182,2010,14737,3011,9253,1766,16468,13228,11820,18098,9234,19351,1753,8901,11783,14576,13943,15443,18974,5268,8763,13115,10313,16741,8496,14673,10123,8161,4181,5301,7014,4589,14040,3832,5580,8136,19346,9635,11407,2936,10728,9124,13771,5390,14207,16430,17116,14741,10882,12906,13927,4353,2447,10025,7987,2618,3749,1136,18695,14697,11292,4175,15057,12350,7721,3060,1230,11497,3074,9131,10622,19793,16163,7935,19295,11232,10535,1818,14303,1964,13815,12326,9770,14240,3927,6324,1300,2461
Верхн. Котлы МЦК,1698,МЦК,14070,13832,1834,19545,19544,17465,13303,18917,18700,15628,1489,18390,5304,3368,9349,14200,13277,7244,7468,14929,9522,6762,8598,17533,2359,15940,19617,5357,2840,17608,4531,3090,9444,2873,12639,7794,6992,11850,3831,2850,19542,10842,15634,12756,15587,17809,18048,9514,6823,10612,4146,10014,14334,14154,1484,9163,4750,8866,4285,17368,10452,6011,11484,18317,7030,10531,1888,6749,9067,10238,16555,11310,18269,8165,19376,10454,5555,10025,14704,5623,12095,9481,15760,14447,8708,10695,10321,16657,9718,12528,1426,3282,17094,16792
Крымская МЦК,1698,МЦК,11234,6842,2949,15326,6142,19290,12887,14408,4673,12790,19503,2891,10689,12922,15292,3487,5567,12496,18563,3852,4230,13684,3175,18432,8829,5949,8540,6220,10890,14602,15701,4304,9626,11786,12768,7690,8484,12694,8372,7225,17476,10843,4858,12275,18306,4462,19450,2015,14735,14512,17028,16929,9723,6966,17944,7084,14648,19585,2347,9483,10735,6674,9016,10711,15479,13341,11658,11183,9222,19491,4642,1930,18834,12449,9330,18165,17831,5791,8718,19617,10753,15373,5132,8957,9352,5173,17736,7646,8063,7320,15871,6495,18016,9498
Нижегородск. МЦК,1698,МЦК,12855,1668,18432,14374,1463,6873,6891,9490,11515,11954,9111,13299,8117,5429,16806,13698,8635,18698,9084,6125,2071,13491,11366,2694,15208,7087,7244,2421,10686,16999,10545,9966,2120,15321,8272,4526,13439,17314,17107,5329,17686,10014,15266,13759,5661,12076,12870,7128,9881,4686,17171,7534,17704,7498,16839,12732,13419,16467,9819,9578,3622,2194,4074,6969,3994,6135,6624,8235,15556,2133,12704,16524,15624,13486,1401,13573,6219,8949,1607,1129,19873,19888,6661,2284,11620,9136,19398,3980,8088,10309,11595,7216,17623,11946
Лужники МЦК,1698,МЦК,17937,11245,4507,7652,13645,13963,7838,18334,16016,6022,14559,13838,15100,1790,9102,10754,13181,16785,15848,15535,2515,15797,8172,10693,3834,4301,11180,13258,15632,18739,19464,15736,8902,2217,18861,18821,4017,6084,14742,9051,4680,7611,16827,10870,19209,1267,17320,11520,12829,6666,6821,8722,12120,2547,3448,12202,15083,6037,8482,8075,13833,9302,13626,19883,17339,8560,7104,8785,10354,12006,9638,13903,14383,3997,7697,15489,17896,19095,18756,6065,17803,3293,17551,7982,15874,2910,11325,17555,14580,8935,4623,3063,13670,16634
Кутузовская МЦК,1698,МЦК,9260,19934,19635,7100,3450,6722,4090,13729,8990,14346,8480,10240,12278,15828,11477,6852,11782,14412,13830,12330,8041,2889,15471,13876,16207,7860,12877,14175,7706,3959,15414,5105,2656,15939,2103,4527,8109,13281,18932,16585,10595,6803,17951,1108,1746,17977,17606,9049,16580,8068,14220,12753,10002,4644,10530,15332,2952,18666,11107,14929,13236,4355,8707,18160,3434,6721,16115,9567,18463,6277,4203,18237,19043,14947,19626,12575,5654,12781,16801,3371,18250,10331,11312,4069,13274,7651,13986,7487,1775,2419,19495,17957,19169,13598
Москва-Сити МЦК,1698,МЦК,11494,14744,18782,1160,16760,18103,17449,11336,11023,7779,5301,5294,6596,16630,9207,10033,6405,16369,8605,19819,16103,12871,15284,5037,6197,3061,17146,7129,16529,5877,8820,10241,3370,15445,7927,8601,11677,6426,13101,19203,11918,6755,11120,1525,1866,10623,16557,3987,13359,2919,3294,5458,6008,15216,9310,13927,9020,11540,10411,18124,19340,1804,11994,9537,16755,3988,9512,3057,4578,4969,14944,3417,7889,18684,16147,19429,6725,2037,6591,11694,8025,12251,18040,8357,14368,16266,9235,17520,4081,13891,19919,3608,12335,17732
Зорге МЦК,1698,МЦК,7312,17408,18230,12325,17518,1876,2644,12974,4886,18626,15204,1265,11666,2313,15633,8394,10524,17996,16658,12877,6689,11165,19069,9724,3219,11032,17864,9017,15063,14588,15725,5970,3062,6352,15923,17686,5131,18442,19595,9356,3035,14009,15743,7524,19063,6222,2019,9425,2096,12854,10283,1775,16310,5105,16332,13808,17770,2232,15275,12695,8306,15887,5128,13653,2987,4252,13772,2701,4779,8706,5917,9185,11457,10765,15258,17370,6014,12200,3057,4712,3689,12852,14465,18146,12525,9929,8057,10640,3557,3877,6069,10344,6408,11917
Пл. Гагарина МЦК,1698,МЦК,5160,10454,1532,12750,12803,7088,7217,9831,12445,11866,18138,18908,17654,4632,1531,11635,19569,8393,6286,14228,8713,7629,19900,18375,10463,4077,3563,14730,6675,17025,10765,14386,18494,19214,17441,11992,5955,3200,10497,13679,4235,4298,1266,15311,7331,11584,19837,10112,12929,17229,8709,11213,8607,15869,19261,13692,1543,12636,18321,18540,5664,13873,16651,11863,19970,14697,3748,2210,6101,8660,5066,2077,6448,4051,19989,16069,3890,1098,14272,16619,2924,3341,1679,1987,8041,8852,12888,13736,13491,5332,16118,19556,16625,8365
Бутырская,14,КАЛИНИНСКАЯ,4877,18797,6819,14730,7402,8297,11777,17132,11362,8736,11891,15443,17274,1792,5128,3530,7938,1178,1834,2059,9229,12469,15543,9730,15720,2286,11097,13959,12805,6500,19609,10284,4666,14462,11202,17709,3695,13602,6323,1228,12787,7721,9283,5446,8352,17819,2212,13495,2212,6806,19861,2108,1334,3716,5178,2224,10354,9393,10437,14540,16292,15718,3130,13967,5054,2120,9942,2547,6090,6717,18728,2091,10799,19777,2276,4163,2058,12037,3962,6923,6633,1750,19095,19377,9554,1968,9798,19559,12905,17249,12461,17781,13271,13056
Фонвизинская,14,КАЛИНИНСКАЯ,4661,18964,2452,4643,10070,8156,2915,13319,1761,17969,2560,10044,3129,1732,18395,16865,2582,6387,15051,4265,6318,15617,2836,18319,8550,5097,2087,12295,5392,6052,16672,8389,12780,3629,5525,8902,12028,10846,9098,7511,1169,9886,12564,2856,4819,5916,7314,14165,13011,5670,3722,19112,5811,7851,8740,9218,16882,8074,13944,18521,12998,11011,7552,18191,1576,15195,19675,3920,18527,1043,13715,8548,12833,13804,13781,17832,7710,19261,13243,3345,8281,5522,14236,9464,15699,19429,16906,14248,18820,5859,8126,1043,6521,15362
Бутырская,18,ЛЮБЛИНСКАЯ,14862,18424,10024,8392,1292,8667,13308,13846,18912,9533,17119,2918,11358,1457,2615,1087,17826,3694,14929,6947,11194,2899,19964,8507,13659,1409,6319,6371,6633,14810,10570,14610,18209,2976,10395,19821,8266,7350,17186,13509,16350,17901,18208,10079,2017,7008,12738,11119,15992,2951,3809,9581,10897,6781,14911,3262,17996,15357,12183,18619,5909,14424,7051,1963,18163,8784,7728,1865,8398,2868,7222,16646,17832,6990,15624,7668,12198,16940,5450,4979,6552,3089,19104,14885,3661,9042,14411,17355,12705,9056,17021,19488,11337,10689
Фонвизинская,18,ЛЮБЛИНСКАЯ,13709,7346,1510,10713,5735,1698,16743,1760,5510,19988,2489,16364,12920,10810,1540,14567,4787,5714,5001,19495,2133,13491,11133,7191,6726,17940,17476,7558,15685,6013,14255,9363,10648,3978,10959,11165,15188,12916,3094,4305,17673,2315,3687,1704,17238,5924,11208,10309,17029,7763,5939,17395,15182,8536,13407,1358,15875,10101,8459,13081,4646,5840,7557,9487,12715,6023,11574,3461,9897,10902,15544,15317,15250,14082,9922,13896,7669,19254,2196,8980,16639,1378,12925,18704,5649,10915,1155,18398,12228,5334,18011,11037,9832,10543
Петровско-Разум.,18,ЛЮБЛИНСКАЯ,4306,10592,7532,8874,8974,6564,2987,18746,15077,14645,13637,5105,7645,7703,11108,18687,14583,1740,8207,10354,6645,6857,5736,5308,9062,14538,14105,5937,6320,16453,8918,8252,7374,10168,8083,4783,13564,13276,16734,14405,7570,7347,1521,10088,13174,13450,5947,14844,11225,2885,16912,5850,13652,11480,12668,7809,17296,2614,2218,19346,14533,7300,9860,12050,14906,15086,18304,16448,8156,1757,19222,9513,15192,16459,11691,13193,2128,7388,11443,14894,1009,7394,7865,18953,2194,13056,4278,1967,18538,18876,15790,2104,16388,14637
Минская,14,КАЛИНИНСКАЯ,9539,2487,7753,6482,18688,18011,9623,5159,14618,12758,5177,1792,6777,17681,11843,15115,14109,13024,18297,1719,16749,13231,8566,2618,16071,17705,14065,5760,4130,8173,14720,7494,4986,19746,6542,10916,6230,5768,3180,13376,1829,5944,1611,14120,15962,4125,1082,1438,13796,8658,1063,3425,13603,16189,5609,13469,15016,17270,12174,9792,17876,16414,6072,15359,19932,14227,10488,3108,4395,19494,19336,18206,12335,8030,15065,13871,11760,12423,18923,7411,19478,6102,4272,12192,3029,5811,11707,16777,5862,5575,12756,13441,6174,18486
Ломоносов-ий п-т,14,КАЛИНИНСКАЯ,13978,1541,15271,7340,16392,4445,14918,18511,12470,16812,6240,12962,4595,3718,3325,19402,19022,6434,8022,12476,8349,4793,8969,9750,4883,9967,9146,2294,4997,12535,3004,15010,8577,4005,15836,7333,1462,14430,14535,16324,14103,6507,9084,4425,5586,7958,10988,6411,13521,15681,5793,2051,8825,17640,14021,13678,12924,5286,5090,1662,4960,7615,17747,5147,15939,6055,13881,15815,1680,10376,12076,11878,1423,18555,9479,16133,15945,3779,16358,13462,9044,16471,11235,11505,2376,2900,1271,4110,6622,13033,10888,2725,9480,18956
Раменки,14,КАЛИНИНСКАЯ,13995,11683,8990,2696,7779,10842,18188,10429,2369,2105,11288,6274,1630,2660,11367,16710,14647,8748,1029,9634,11490,3988,5885,18787,14514,7147,9744,19142,4641,18509,18463,15638,7881,11089,10929,3842,7128,10860,15442,13709,1940,17550,6619,4303,14458,16350,8796,8945,8033,9403,16503,19956,1856,5055,10208,3294,19771,11893,2865,17449,8171,11610,16070,5260,18601,14924,12337,18271,19443,12836,13320,18841,10889,3630,6715,15644,3310,19589,19491,4725,16103,2742,12344,13398,6334,12317,3003,4023,14961,2370,17956,6036,2340,12752
Ломоносовск.пр-т,1691,СОЛНЦЕВСКАЯ ЛИН.,7183,7795,5371,17937,5405,2095,9800,7624,16508,12908,10080,14757,17396,14564,16022,9491,8512,8581,3846,11764,18008,2590,17542,5531,12471,17147,14758,12606,16132,11054,9858,3046,16487,7520,8848,10814,5971,2253,13700,9096,10664,10712,13730,3641,3376,14271,19180,3126,17777,2813,6238,17901,15026,7542,1417,10260,7404,1631,17330,4052,3299,3325,10157,10300,17857,13052,8804,14164,13989,15741,13998,9816,10657,18707,19567,10416,8021,16174,16519,8589,13674,11989,18190,7453,16379,15945,14884,19219,16809,15378,9207,8932,14552,19991
